AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015778782.1	NA	adi_EST_assem_11451	comp78087_c0_seq1	NA	c008797p	Locus_8803_Transcript_1/1_Confidence_1.0_Length_622	Contig_633	NA	comp34911_c0_seq1	comp8990_c0_seq1	comp32852_c0_seq1	jgi|Nemve1|222319|fgenesh1_pg.scaffold_1530000001	comp9831_c0_seq1	NA	NA	Unigene33926_Mix_Normal_N	c10772_g1_i1	bu_91849.1_c22193	c59146_g3_i1	comp28366_c0_seq1	NA	Spi_isotig09813	NA
XP_015778777.1	GASU01085398.1	adi_EST_assem_3917	NA	NA	c008797m	NA	Contig_39935	NA	comp73363_c0_seq1	NA	NA	jgi|Nemve1|163606|estExt_gwp.C_420097	NA	NA	FX453428.1	NA	NA	NA	NA	NA	NA	NA	comp259957_c0_seq5
XP_015778792.1	NA	adi_EST_assem_699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX502784.1	NA	NA	NA	c62637_g2_i1	NA	NA	NA	comp263688_c0_seq1
XP_015778825.1	NA	NA	NA	NA	c012384	NA	Contig_17157	NA	comp38889_c0_seq1	comp34602_c0_seq1	comp30634_c0_seq4	NA	NA	NA	FX443483.1	NA	NA	NA	c51627_g1_i1	NA	comp19119_c0_seq1	NA	comp263501_c0_seq4
XP_015778810.1	GASU01004766.1	adi_EST_assem_3336	NA	NA	c009457	NA	Contig_7409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015778827.1	GASU01040200.1	adi_EST_assem_15249	comp88411_c0_seq1	NA	NA	Locus_8204_Transcript_1/1_Confidence_1.0_Length_1110	Contig_6997	NA	comp148601_c0_seq1	NA	comp30308_c0_seq1	jgi|Nemve1|241190|estExt_fgenesh1_pg.C_410061	NA	NA	FX481023.1	NA	NA	NA	c56047_g1_i4	NA	NA	NA	comp250791_c0_seq2
XP_015778833.1	NA	adi_EST_assem_6293	NA	NA	c006391	NA	NA	NA	comp27469_c0_seq1	NA	NA	jgi|Nemve1|232624|fgsh_est.C_scaffold_65000002	NA	NA	FX465181.1	NA	NA	NA	c38903_g1_i1	NA	NA	NA	comp245086_c0_seq1
XP_015778847.1	NA	NA	NA	NA	NA	NA	NA	NA	comp13402_c0_seq26	comp26463_c0_seq1	NA	NA	NA	NA	NA	Unigene140178_Mix_Normal_N	NA	NA	c61327_g1_i4	NA	NA	NA	NA
XP_015778842.1	GASU01092499.1	adi_EST_assem_3924	NA	NA	c023423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c21919	NA	NA	NA	NA	NA
XP_015778848.1	GASU01021206.1	adi_EST_assem_5178	comp64573_c0_seq1	NA	c012752	NA	NA	NA	comp27329_c0_seq2	NA	comp42455_c0_seq1	NA	NA	NA	FX439426.1	NA	NA	NA	c61163_g1_i1	NA	NA	NA	comp260662_c0_seq6
XP_015778846.1	NA	NA	comp52414_c0_seq1	NA	NA	NA	NA	NA	NA	comp16004_c0_seq1	comp24578_c0_seq1	NA	NA	NA	NA	Unigene78041_Mix_Normal_N	c11851_g1_i1	NA	NA	comp16369_c0_seq1	comp26736_c0_seq1	NA	NA
XP_015778861.1	NA	NA	NA	NA	c011737	Locus_5880_Transcript_1/1_Confidence_1.0_Length_1752	NA	NA	NA	comp48427_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	c47175_g1_i1	NA	NA	NA	comp235351_c0_seq1
XP_015778853.1	NA	adi_EST_assem_6747	NA	NA	c011913	Locus_15366_Transcript_1/1_Confidence_1.0_Length_1642	NA	NA	NA	comp63464_c0_seq1	comp49671_c0_seq1	jgi|Nemve1|247336|estExt_fgenesh1_pg.C_2930018	NA	NA	FX452584.1	NA	NA	bu_91849.1_c1468	c50748_g1_i1	NA	comp16948_c0_seq2	NA	comp248082_c0_seq2
XP_015778859.1	GASU01040411.1	adi_EST_assem_17285	NA	NA	c027773	Locus_4731_Transcript_1/1_Confidence_1.0_Length_874	Contig_41272	isotig14000	NA	comp9869_c0_seq1	NA	jgi|Nemve1|211421|fgenesh1_pg.scaffold_137000049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260787_c0_seq48
XP_015778973.1	GASU01081132.1	adi_EST_assem_24959	comp33229_c0_seq1	NA	c001302m	Locus_10156_Transcript_1/2_Confidence_1.0_Length_911	NA	NA	NA	NA	comp8698_c0_seq1	jgi|Nemve1|235218|estExt_fgenesh1_pm.C_1090006	NA	NA	FX460649.1	Unigene16918_Mix_Normal_N	NA	bu_91849.1_lrc18943	c60484_g3_i2	comp15258_c0_seq1	comp26403_c0_seq1	Spi_isotig02879	NA
XP_015779007.1	GASU01070086.1	NA	comp3003_c0_seq1	contig174891	c026573	Locus_7926_Transcript_2/5_Confidence_1.0_Length_846	NA	NA	NA	NA	NA	jgi|Nemve1|209103|fgenesh1_pg.scaffold_101000030	NA	NA	NA	NA	NA	NA	NA	comp28287_c0_seq2	NA	NA	comp232677_c0_seq1
XP_015779014.1	NA	NA	NA	NA	NA	NA	Contig_18484	NA	comp14673_c0_seq1	comp112047_c0_seq1	comp109529_c0_seq1	NA	NA	NA	FX435900.1	NA	NA	NA	NA	comp11904_c0_seq1	NA	Spi_isotig00344	NA
XP_015778999.1	GASU01084727.1	NA	comp87779_c0_seq1	NA	c001393m	Locus_15370_Transcript_1/1_Confidence_1.0_Length_1734	NA	NA	comp48426_c0_seq1	comp41674_c0_seq1	NA	NA	NA	NA	FX459915.1	NA	c7684_g1_i1	NA	c47237_g1_i1	comp78950_c0_seq1	NA	NA	comp233534_c0_seq1
XP_015778998.1	GASU01094879.1	adi_EST_assem_9391	comp13696_c0_seq1	NA	c001393p	Locus_8056_Transcript_3/3_Confidence_1.0_Length_2026	NA	isotig04803	comp50630_c0_seq1	NA	comp53611_c0_seq2	jgi|Nemve1|242883|estExt_fgenesh1_pg.C_740063	NA	NA	FX441868.1	NA	NA	NA	c61160_g2_i3	NA	NA	NA	comp181079_c0_seq1
XP_015779002.1	NA	adi_EST_assem_12509	NA	NA	c005545	NA	Contig_30430	NA	NA	NA	NA	NA	NA	NA	FX440442.1	NA	NA	NA	c60607_g9_i2	NA	NA	NA	comp254431_c0_seq1
XP_015779005.1	GASU01085911.1	NA	NA	NA	c007835	NA	Contig_36498	NA	NA	comp188175_c0_seq1	NA	jgi|Nemve1|210708|fgenesh1_pg.scaffold_126000034	NA	NA	FX437856.1	Unigene107892_Mix_Normal_N	NA	NA	c9194_g1_i1	NA	NA	NA	comp253525_c0_seq25
XP_015779004.1	GASU01093387.1	NA	comp60946_c0_seq2	NA	c023530	NA	Contig_39188	isotig09419	comp20775_c0_seq4	comp328087_c0_seq1	comp40488_c0_seq1	jgi|Nemve1|210710|fgenesh1_pg.scaffold_126000036	NA	isotig05976	FX458867.1	NA	NA	bu_91849.1_c17891	c50527_g1_i3	comp90420_c0_seq1	NA	NA	comp247813_c0_seq1
XP_015779015.1	NA	NA	NA	NA	c019114	NA	NA	isotig10728	NA	NA	NA	NA	NA	NA	FX451772.1	NA	NA	NA	NA	NA	comp2408_c0_seq1	NA	NA
XP_015779036.1	GASU01043674.1	NA	NA	NA	c026205	Locus_7397_Transcript_5/5_Confidence_1.0_Length_917	NA	NA	NA	comp3238_c3_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015779044.1	GASU01031536.1	adi_EST_assem_3368	NA	NA	c012785	Locus_2058_Transcript_2/8_Confidence_1.0_Length_1265	Contig_6622	isotig14012	NA	NA	comp1716_c0_seq6	jgi|Nemve1|242285|estExt_fgenesh1_pg.C_610004	comp46478_c0_seq2	NA	NA	Unigene17287_Mix_Normal_N	c16835_g1_i1	NA	NA	comp3935_c0_seq2	comp286_c0_seq1	NA	NA
XP_015779045.1	NA	NA	comp961_c0_seq3	NA	NA	NA	Contig_19557	NA	comp8186_c0_seq2	NA	NA	NA	NA	NA	FX458417.1	NA	NA	NA	c61186_g1_i3	NA	NA	NA	comp242990_c0_seq1
XP_015779048.1	GASU01086848.1	adi_EST_assem_17418	comp12884_c0_seq2	NA	c014039	Locus_9713_Transcript_1/2_Confidence_1.0_Length_1687	Contig_36175	NA	NA	NA	comp83403_c0_seq1	NA	comp23460_c0_seq1	isotig05568	FX442817.1	NA	NA	bu_91849.1_c5194	c28536_g1_i1	comp50893_c0_seq1	comp69603_c0_seq1	Spi_isotig05817	comp253436_c0_seq1
XP_015779049.1	NA	adi_EST_assem_18908	comp11694_c0_seq1	NA	c008326	NA	Contig_775	NA	NA	NA	comp11688_c0_seq1	jgi|Nemve1|173264|estExt_gwp.C_2430022	comp35886_c0_seq1	isotig07810	NA	Unigene73088_Mix_Normal_N	c17814_g2_i1	NA	c62501_g1_i4	comp66584_c0_seq1	NA	Spi_isotig06343	NA
XP_015779068.1	GASU01070921.1	adi_EST_assem_15362	NA	NA	c005194	NA	Contig_4358	NA	NA	NA	NA	NA	NA	NA	FX504573.1	NA	NA	NA	NA	NA	NA	NA	comp261230_c0_seq2
XP_015779074.1	GASU01027694.1	NA	comp97983_c0_seq1	NA	c002789	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX496563.1	NA	NA	NA	NA	NA	NA	NA	comp259339_c0_seq2
XP_015779092.1	GASU01005086.1	NA	NA	NA	NA	NA	NA	NA	NA	comp9407_c0_seq1	comp81312_c0_seq1	jgi|Nemve1|234104|estExt_fgenesh1_pm.C_90016	NA	NA	FX463839.1	NA	NA	NA	NA	NA	NA	NA	comp252905_c0_seq1
XP_015779098.1	NA	NA	comp81307_c0_seq1	NA	c005876	NA	Contig_42289	NA	comp13241_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp17990_c0_seq1	NA	NA
XP_015779099.1	GASU01027474.1	adi_EST_assem_14551	NA	NA	c017435	NA	Contig_5683	NA	NA	comp62308_c0_seq1	NA	NA	NA	NA	FX461714.1	NA	NA	NA	c46715_g1_i1	comp60582_c0_seq1	NA	NA	NA
XP_015779080.1	GASU01083840.1	adi_EST_assem_749	comp59641_c0_seq1	NA	c003413	Locus_7316_Transcript_1/4_Confidence_1.0_Length_4175	Contig_25872	NA	comp8396_c0_seq1	NA	NA	jgi|Nemve1|96560|e_gw.43.192.1	comp46757_c0_seq4	NA	FX502435.1	NA	NA	NA	c62440_g1_i1	NA	NA	NA	NA
XP_015779110.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX436205.1	NA	NA	bu_91849.1_c11575	NA	NA	comp682_c0_seq2	Spi_isotig06782	NA
XP_015779161.1	GASU01040385.1	adi_EST_assem_12681	NA	NA	NA	NA	Contig_4091	isotig32697	comp20050_c0_seq1	comp15886_c0_seq2	comp153450_c0_seq1	jgi|Nemve1|105681|e_gw.78.71.1	comp9276_c0_seq1	NA	FX479612.1	Unigene112694_Mix_Normal_N	c11310_g1_i1	NA	c50801_g1_i1	comp3058_c0_seq1	NA	NA	comp259743_c0_seq32
XP_015779187.1	GASU01048265.1	NA	comp77648_c0_seq1	NA	NA	NA	Contig_19240	NA	NA	comp64819_c0_seq1	comp34763_c0_seq1	jgi|Nemve1|197755|fgenesh1_pg.scaffold_7000038	comp38510_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250701_c0_seq1
XP_015779163.1	GASU01005699.1	adi_EST_assem_11032	NA	NA	c013818	NA	Contig_35687	NA	NA	NA	NA	NA	NA	NA	NA	Unigene103367_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015779179.1	GASU01040471.1	adi_EST_assem_10395	NA	NA	c007456	NA	Contig_7539	isotig15412	NA	comp463767_c0_seq1	NA	jgi|Nemve1|241849|estExt_fgenesh1_pg.C_520090	NA	isotig07270	FX447876.1	Unigene7742_Mix_Normal_N	c554_g1_i1	NA	c56222_g1_i5	NA	NA	NA	comp247912_c0_seq6
XP_015779180.1	NA	adi_EST_assem_10048	comp133273_c0_seq1	NA	c030693	Locus_10489_Transcript_1/1_Confidence_1.0_Length_626	Contig_14263	isotig14592	comp58735_c0_seq1	comp75313_c0_seq1	comp63172_c0_seq1	jgi|Nemve1|247736|estExt_fgenesh1_pg.C_3460009	NA	NA	FX480751.1	Unigene80730_Mix_Normal_N	c16705_g1_i1	NA	c58789_g2_i2	comp11840_c0_seq1	NA	NA	comp257299_c1_seq4
XP_015779175.1	NA	NA	NA	NA	NA	Locus_15678_Transcript_1/1_Confidence_1.0_Length_1141	Contig_14687	NA	NA	comp34944_c0_seq1	NA	NA	comp40008_c0_seq1	isotig06765	NA	Unigene35299_Mix_Normal_N	NA	NA	c48440_g1_i6	comp8306_c0_seq1	comp29802_c0_seq1	Spi_isotig05972	NA
XP_015779174.1	GASU01017863.1	NA	comp122653_c0_seq1	NA	c019733	NA	Contig_39446	NA	comp22577_c0_seq1	comp62420_c0_seq2	NA	jgi|Nemve1|218131|fgenesh1_pg.scaffold_332000007	NA	NA	FX456118.1	NA	NA	NA	c158484_g1_i1	NA	NA	Spi_isotig07703	comp238135_c0_seq6
XP_015779194.1	NA	adi_EST_assem_24680	NA	NA	c018299	NA	Contig_40764	NA	comp11742_c0_seq3	comp32683_c0_seq1	NA	jgi|Nemve1|170741|estExt_gwp.C_1560051	NA	NA	FX439269.1	Unigene73398_Mix_Normal_N	c7333_g1_i1	NA	NA	comp42905_c0_seq1	NA	Spi_isotig02142	comp232236_c0_seq6
XP_015779192.1	GASU01079961.1	NA	NA	NA	c038264	NA	NA	NA	comp44505_c0_seq2	comp18299_c1_seq1	comp111839_c0_seq1	jgi|Nemve1|118864|e_gw.156.107.1	NA	NA	NA	Unigene131207_Mix_Normal_N	c8157_g1_i1	NA	NA	NA	NA	NA	NA
XP_015779193.1	NA	adi_EST_assem_26515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	isotig06399	NA	NA	NA	NA	c60470_g1_i1	NA	NA	NA	comp236318_c1_seq3
XP_015779168.1	NA	NA	comp47324_c0_seq1	NA	NA	NA	NA	NA	comp28541_c0_seq1	comp119353_c0_seq1	NA	jgi|Nemve1|233227|fgsh_est.C_scaffold_156000001	comp31998_c0_seq1	NA	FX449433.1	NA	NA	bu_91849.1_c32027	c13854_g1_i2	NA	NA	Spi_isotig11694	comp259956_c0_seq2
XP_015779235.1	GASU01012838.1	NA	comp121989_c0_seq1	NA	NA	Locus_2044_Transcript_1/2_Confidence_1.0_Length_1392	Contig_41339	isotig19084	comp12709_c0_seq2	NA	NA	jgi|Nemve1|233809|fgsh_est.C_scaffold_616000002	comp12312_c0_seq1	NA	NA	Unigene53754_Mix_Normal_N	NA	NA	NA	comp15444_c0_seq1	NA	NA	comp247479_c1_seq1
XP_015779244.1	NA	NA	NA	NA	c013015	Locus_9635_Transcript_1/2_Confidence_1.0_Length_1543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c3380_g1_i2	NA	c61261_g1_i1	NA	NA	NA	NA
XP_015779257.1	GASU01020852.1	NA	NA	NA	c008397	NA	NA	NA	NA	NA	NA	jgi|Nemve1|245520|estExt_fgenesh1_pg.C_1640033	NA	NA	NA	Unigene73518_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015779259.1	GASU01014881.1	adi_EST_assem_6598	comp16785_c0_seq1	NA	c005963	Locus_1367_Transcript_4/18_Confidence_1.0_Length_1921	Contig_20618	NA	comp2024_c0_seq1	comp1320_c2_seq7	NA	jgi|Nemve1|163815|estExt_gwp.C_440014	comp45368_c0_seq1	NA	FX437394.1	Unigene5467_Mix_Normal_N	NA	NA	c58636_g1_i1	comp7911_c0_seq2	NA	Spi_isotig05344	comp262048_c0_seq2
XP_015779261.1	GASU01081093.1	NA	NA	NA	c021356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene11965_Mix_Normal_N	NA	NA	c613_g1_i1	NA	NA	NA	NA
XP_015779256.1	GASU01026153.1	adi_EST_assem_9169	NA	NA	c005459	NA	Contig_22098	NA	comp84834_c0_seq3	comp21841_c0_seq2	NA	NA	comp43893_c0_seq1	NA	NA	Unigene77961_Mix_Normal_N	NA	bu_91849.1_c2111	NA	comp18183_c0_seq1	NA	NA	NA
XP_015779265.1	GASU01021167.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp9803_c0_seq6	NA	NA	NA	FX448354.1	NA	NA	NA	c61807_g4_i1	NA	NA	NA	NA
XP_015779276.1	GASU01081331.1	NA	NA	NA	c010230	NA	Contig_7293	isotig21407	comp11196_c0_seq4	comp248_c91_seq152	NA	NA	comp45362_c0_seq2	NA	FX460452.1	Unigene17634_Mix_Normal_N	c17381_g1_i1	NA	c39999_g1_i1	comp14800_c0_seq1	comp855_c16_seq26	NA	comp257649_c0_seq3
XP_015779281.1	NA	NA	NA	NA	c021715	NA	Contig_20035	isotig12827	NA	comp34355_c0_seq1	NA	jgi|Nemve1|101914|e_gw.62.167.1	NA	NA	FX462922.1	NA	NA	NA	c53894_g1_i1	comp23977_c0_seq1	NA	NA	comp248695_c0_seq1
XP_015779280.1	GASU01090785.1	NA	NA	NA	c008681p	NA	Contig_22821	NA	NA	comp17598_c0_seq1	comp82732_c0_seq2	jgi|Nemve1|34785|gw.13.127.1	NA	NA	FX479781.1	NA	c12738_g1_i1	NA	c52322_g1_i2	NA	NA	NA	comp248691_c0_seq2
XP_015779301.1	GASU01016516.1	adi_EST_assem_1837	NA	NA	c015851	NA	Contig_14278	isotig10932	comp30397_c0_seq1	NA	NA	jgi|Nemve1|243827|estExt_fgenesh1_pg.C_990060	NA	NA	FX448309.1	NA	NA	bu_91849.1_c23182	c65030_g1_i1	NA	NA	NA	NA
XP_015779311.1	GASU01014762.1	NA	NA	contig106027	NA	NA	Contig_2464	isotig20894	comp14765_c0_seq1	comp1670_c0_seq1	NA	NA	comp7998_c0_seq1	NA	FX441529.1	Unigene115250_Mix_Normal_N	c12098_g1_i1	NA	c45736_g1_i2	comp10446_c0_seq3	comp17517_c0_seq1	Spi_isotig12187	NA
XP_015779321.1	GASU01041451.1	adi_EST_assem_18526	comp1129_c0_seq1	contig202421	c029235	Locus_4969_Transcript_2/6_Confidence_1.0_Length_1061	Contig_37711	NA	NA	NA	NA	jgi|Nemve1|160634|estExt_gwp.C_140321	comp40422_c0_seq1	isotig06614	FX488685.1	Unigene18940_Mix_Normal_N	NA	bu_91849.1_c3809	NA	comp8535_c0_seq1	comp8876_c0_seq3	Spi_isotig08684	comp232511_c1_seq8
XP_015779325.1	GASU01027711.1	NA	NA	NA	c012687	NA	Contig_37353	NA	comp44128_c0_seq2	comp26725_c0_seq1	NA	jgi|Nemve1|162437|estExt_gwp.C_300381	NA	NA	FX472731.1	NA	NA	NA	c55443_g1_i1	NA	NA	NA	NA
XP_015779330.1	GASU01031705.1	adi_EST_assem_2987	NA	NA	c012532	Locus_3346_Transcript_1/2_Confidence_1.0_Length_1591	Contig_4376	isotig04551	comp2242_c0_seq1	NA	comp2666_c0_seq1	jgi|Nemve1|92609|e_gw.30.273.1	comp42278_c0_seq1	isotig03399	NA	Unigene135663_Mix_Normal_N	NA	NA	c54667_g1_i1	comp3234_c0_seq1	comp2245_c0_seq1	Spi_isotig05374	comp250280_c0_seq1
XP_015779350.1	NA	adi_EST_assem_1354	comp24586_c0_seq3	NA	c005703	NA	Contig_31596	NA	comp28834_c0_seq3	NA	comp23860_c0_seq2	jgi|Nemve1|163860|estExt_gwp.C_440102	NA	NA	FX496883.1	NA	NA	NA	c56149_g1_i2	NA	NA	NA	comp260122_c1_seq4
XP_015779349.1	GASU01015395.1	NA	NA	NA	c010982	NA	Contig_17303	NA	NA	NA	NA	NA	comp43170_c0_seq1	NA	FX436070.1	Unigene115771_Mix_Normal_N	NA	NA	c57577_g1_i1	NA	NA	NA	comp260122_c1_seq5
XP_015779379.1	NA	NA	NA	NA	c017818	NA	NA	NA	NA	NA	comp36358_c0_seq3	jgi|Nemve1|246640|estExt_fgenesh1_pg.C_2300026	comp40739_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015779383.1	GASU01062388.1	NA	NA	NA	c018128	NA	Contig_28276	NA	comp46268_c0_seq1	comp25746_c0_seq1	comp113224_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c162004_g1_i1	NA	NA	NA	NA
XP_015779411.1	NA	NA	NA	contig59386	NA	NA	NA	NA	NA	NA	NA	NA	NA	isotig05010	NA	NA	NA	NA	c60791_g1_i2	NA	comp65745_c0_seq2	NA	NA
XP_015779408.1	GASU01093188.1	adi_EST_assem_16491	NA	NA	c008642	NA	Contig_5330	NA	NA	NA	NA	jgi|Nemve1|125775|e_gw.223.61.1	NA	NA	FX439947.1	NA	NA	NA	c59808_g1_i3	NA	NA	NA	NA
XP_015779412.1	GASU01079902.1	NA	NA	NA	NA	NA	Contig_8190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c2776	NA	NA	comp28712_c1_seq1	NA	NA
XP_015779427.1	GASU01030053.1	NA	NA	NA	NA	NA	NA	NA	comp5576_c1_seq1	comp23679_c0_seq1	NA	NA	comp45765_c0_seq1	NA	FX459627.1	Unigene18257_Mix_Normal_N	NA	NA	NA	NA	NA	Spi_isotig06358	NA
XP_015779449.1	GASU01044444.1	NA	comp14299_c0_seq1	NA	c008407	Locus_4615_Transcript_2/6_Confidence_1.0_Length_1390	NA	NA	NA	comp85571_c0_seq1	NA	NA	NA	NA	NA	Unigene103922_Mix_Normal_N	NA	bu_91849.1_c28768	NA	NA	NA	Spi_isotig02774	NA
XP_015779434.1	NA	adi_EST_assem_2091	NA	NA	c001061	NA	NA	NA	comp18633_c0_seq2	NA	NA	NA	comp35368_c0_seq1	NA	FX458489.1	NA	NA	NA	NA	NA	comp3952_c0_seq1	NA	comp254536_c0_seq2
XP_015779439.1	GASU01043859.1	NA	NA	NA	c000905	NA	NA	NA	comp61033_c0_seq1	NA	comp102548_c0_seq1	NA	NA	NA	FX462228.1	NA	NA	NA	c54550_g1_i1	NA	NA	NA	comp260357_c0_seq2
XP_015779483.1	GASU01040649.1	adi_EST_assem_6132	NA	NA	c007698	NA	Contig_36765	NA	comp10386_c0_seq1	NA	comp33483_c0_seq1	jgi|Nemve1|113928|e_gw.121.14.1	comp40199_c0_seq1	isotig03274	FX449992.1	NA	NA	bu_91849.1_c2212	c50387_g1_i1	comp21070_c0_seq1	comp6750_c0_seq1	NA	comp260162_c0_seq1
XP_015779511.1	NA	adi_EST_assem_13807	NA	NA	c022796	NA	Contig_11643	NA	NA	NA	NA	jgi|Nemve1|82127|e_gw.5.144.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260842_c0_seq2
XP_015779514.1	NA	NA	NA	NA	NA	NA	NA	NA	comp53449_c0_seq1	NA	NA	jgi|Nemve1|122951|e_gw.195.5.1	NA	NA	FX461869.1	NA	NA	NA	c46889_g1_i1	NA	NA	NA	comp259854_c0_seq1
XP_015779526.1	NA	adi_EST_assem_8377	comp21992_c0_seq1	NA	c001566	NA	Contig_9789	NA	NA	NA	comp15123_c0_seq2	NA	NA	NA	FX435616.1	NA	NA	NA	c58936_g1_i2	NA	NA	NA	NA
XP_015779519.1	GASU01026383.1	adi_EST_assem_21141	NA	NA	c027724	NA	Contig_22651	NA	NA	NA	comp91999_c0_seq2	jgi|Nemve1|160768|estExt_gwp.C_150279	comp63052_c0_seq1	NA	FX436847.1	NA	c14434_g1_i1	NA	c715_g1_i1	comp115041_c0_seq1	comp20327_c0_seq1	Spi_isotig08741	comp216389_c0_seq1
XP_015779521.1	GASU01083842.1	NA	comp70283_c0_seq1	NA	c008824	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX460004.1	NA	NA	NA	c62275_g1_i1	NA	NA	NA	NA
XP_015779524.1	GASU01031065.1	NA	NA	contig14879	NA	NA	NA	isotig14930	comp5852_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_lrc67904	NA	NA	NA	NA	NA
XP_015779520.1	NA	adi_EST_assem_2526	NA	NA	c004648	NA	NA	NA	NA	comp28385_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	c59356_g3_i1	NA	NA	NA	NA
XP_015779518.1	GASU01080217.1	adi_EST_assem_11179	comp47256_c0_seq1	NA	c015673	NA	Contig_4850	NA	comp7663_c0_seq1	NA	NA	jgi|Nemve1|190793|estExt_GenewiseH_1.C_1810106	comp41660_c0_seq1	isotig04115	FX502208.1	NA	NA	NA	c57938_g4_i1	NA	comp5206_c0_seq1	NA	comp241184_c0_seq2
XP_015779546.1	GASU01081146.1	adi_EST_assem_7061	NA	NA	c009807	NA	Contig_39308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015779538.1	NA	adi_EST_assem_11038	comp188958_c0_seq1	NA	c032269	NA	Contig_3087	NA	comp22597_c0_seq1	comp40187_c0_seq1	NA	jgi|Nemve1|217113|fgenesh1_pg.scaffold_284000014	comp106601_c0_seq1	NA	NA	Unigene154178_Mix_Normal_N	c5383_g1_i2	NA	c52785_g1_i3	comp3093_c0_seq2	comp13006_c0_seq1	Spi_isotig01659	comp248928_c0_seq8
XP_015779543.1	GASU01044116.1	NA	comp20741_c0_seq1	NA	c019917	Locus_14737_Transcript_2/2_Confidence_1.0_Length_860	Contig_41413	NA	comp88559_c0_seq1	comp62159_c0_seq1	comp63730_c0_seq1	jgi|Nemve1|177083|estExt_GenewiseH_1.C_10658	NA	NA	FX456137.1	NA	NA	bu_91849.1_c3228	c58515_g2_i1	comp48542_c0_seq1	comp85651_c0_seq1	Spi_isotig01657	comp248133_c0_seq1
XP_015779547.1	NA	NA	NA	NA	c010146	NA	Contig_11645	NA	comp29775_c0_seq2	NA	comp53578_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp262392_c0_seq10
XP_015779549.1	GASU01021107.1	NA	NA	NA	NA	NA	NA	NA	NA	comp92072_c0_seq1	NA	jgi|Nemve1|190741|estExt_GenewiseH_1.C_1790035	NA	NA	NA	NA	NA	NA	c27708_g1_i1	NA	comp89640_c0_seq1	Spi_isotig06158	NA
XP_015779553.1	GASU01071156.1	adi_EST_assem_436	NA	NA	c019410	NA	Contig_35731	NA	NA	comp13454_c0_seq1	comp50025_c0_seq1	jgi|Nemve1|179620|estExt_GenewiseH_1.C_130251	comp34655_c0_seq1	isotig06698	FX447666.1	NA	NA	bu_91849.1_c1714	c59852_g1_i1	comp7895_c0_seq1	comp19753_c0_seq1	Spi_isotig07738	comp211053_c0_seq1
XP_015779560.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX486884.1	NA	NA	bu_91849.1_lrc21717	c51126_g1_i1	NA	NA	NA	comp257381_c0_seq1
XP_015779558.1	NA	adi_EST_assem_8163	NA	NA	NA	NA	NA	NA	NA	comp44302_c0_seq1	comp26967_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c26665	NA	comp67042_c0_seq1	comp42408_c0_seq4	NA	NA
XP_015779574.1	GASU01020815.1	adi_EST_assem_27107	NA	NA	c030847	NA	NA	isotig16607	NA	NA	comp1528_c0_seq1	NA	NA	NA	NA	Unigene33679_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
