AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015751762.1	GASU01083905.1	adi_EST_assem_4441	NA	NA	c033098	NA	NA	NA	comp4914_c0_seq15	NA	NA	NA	NA	isotig05403	FX463375.1	Unigene7620_Mix_Normal_N	c17782_g9_i1	NA	c51715_g1_i1	comp4509_c0_seq1	comp12282_c0_seq2	Spi_isotig07119	comp249287_c2_seq2
XP_015761906.1	GASU01071354.1	NA	comp7417_c0_seq1	NA	c016782	NA	NA	NA	NA	comp12808_c0_seq1	NA	jgi|Nemve1|91483|e_gw.27.100.1	NA	isotig06239	NA	NA	NA	NA	c42758_g1_i1	NA	NA	Spi_isotig07921	comp244371_c0_seq1
XP_015774635.1	GASU01070637.1	adi_EST_assem_8512	NA	NA	c018261	Locus_9145_Transcript_1/1_Confidence_1.0_Length_1153	Contig_2598	NA	comp24109_c0_seq1	comp6568_c0_seq1	comp42017_c0_seq1	jgi|Nemve1|1239|gw.203.13.1	NA	NA	FX462861.1	Unigene125870_Mix_Normal_N	c13930_g1_i1	NA	NA	comp5966_c0_seq1	NA	NA	comp237766_c0_seq1
XP_015749551.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp370843_c0_seq1	comp84185_c0_seq1	NA	NA	NA	FX486018.1	NA	NA	NA	c54021_g1_i2	NA	comp60350_c0_seq1	Spi_isotig06110	comp257377_c1_seq2
XP_015761314.1	NA	NA	NA	NA	c010967	Locus_14666_Transcript_1/1_Confidence_1.0_Length_1363	NA	NA	NA	comp263214_c0_seq1	comp82112_c0_seq1	NA	NA	NA	FX437714.1	Unigene59974_Mix_Normal_N	NA	NA	c50863_g1_i2	NA	NA	NA	comp225415_c0_seq2
XP_015778618.1	GASU01031270.1	adi_EST_assem_5450	comp4201_c0_seq1	NA	c023938	NA	NA	isotig21679	NA	NA	NA	jgi|Nemve1|107040|e_gw.84.182.1	comp41347_c0_seq1	isotig18533	FX503348.1	Unigene136048_Mix_Normal_N	c14196_g1_i2	NA	c31203_g1_i1	comp3625_c0_seq1	comp2762_c0_seq1	Spi_isotig07508	NA
XP_015768982.1	NA	NA	comp166_c0_seq1	NA	NA	NA	Contig_6766	isotig40393	NA	comp391097_c0_seq1	NA	jgi|Nemve1|226298|fgenesh1_kg.scaffold_10000013	comp24432_c0_seq1	NA	NA	Unigene47327_Mix_Normal_N	c25360_g1_i1	NA	c26835_g1_i1	comp355_c1_seq1	NA	Spi_isotig14926	NA
XP_015763144.1	GASU01021888.1	NA	NA	NA	NA	NA	Contig_20370	NA	NA	NA	NA	NA	NA	NA	FX466952.1	NA	NA	bu_91849.1_c26201	c50836_g1_i2	NA	NA	NA	NA
XP_015779321.1	GASU01041451.1	adi_EST_assem_18526	NA	contig202421	c029235	Locus_4969_Transcript_2/6_Confidence_1.0_Length_1061	Contig_37711	NA	NA	NA	NA	jgi|Nemve1|160634|estExt_gwp.C_140321	comp40422_c0_seq1	isotig06614	FX488685.1	Unigene18940_Mix_Normal_N	NA	bu_91849.1_c3809	NA	comp8535_c0_seq1	NA	Spi_isotig08684	comp232511_c1_seq8
XP_015775340.1	GASU01026847.1	NA	NA	NA	c016533	NA	Contig_36569	NA	comp27538_c1_seq1	NA	NA	jgi|Nemve1|25116|gw.65.87.1	NA	NA	NA	NA	NA	NA	c46593_g1_i2	NA	comp33443_c0_seq1	NA	NA
XP_015770537.1	GASU01086081.1	NA	comp103233_c0_seq1	NA	c021348	NA	Contig_10880	NA	comp63293_c0_seq1	NA	NA	NA	NA	NA	FX456215.1	NA	NA	NA	c47044_g1_i1	NA	NA	NA	NA
XP_015760234.1	NA	adi_EST_assem_19742	NA	NA	c013371	NA	NA	NA	NA	NA	NA	NA	comp44402_c0_seq1	NA	FX461024.1	NA	NA	bu_91849.1_c20280	NA	comp26202_c0_seq2	NA	NA	NA
XP_015770912.1	GASU01015089.1	adi_EST_assem_4566	NA	NA	c018790	NA	Contig_1013	isotig11310	NA	NA	comp12907_c0_seq2	jgi|Nemve1|193830|estExt_GenewiseH_1.C_3140076	comp55800_c0_seq1	isotig13095	NA	Unigene127212_Mix_Normal_N	c6107_g1_i1	NA	c60935_g2_i1	NA	comp7503_c0_seq1	Spi_isotig12969	comp231773_c0_seq2
XP_015753227.1	GASU01015483.1	adi_EST_assem_10552	comp115119_c0_seq1	NA	c013278	NA	Contig_4712	isotig19969	comp11149_c0_seq12	comp41807_c0_seq1	NA	jgi|Nemve1|170236|estExt_gwp.C_1430009	comp60486_c0_seq1	NA	FX451655.1	Unigene17717_Mix_Normal_N	c11412_g1_i3	NA	c62539_g7_i1	comp10697_c0_seq1	NA	Spi_isotig03752	NA
XP_015775591.1	GASU01076021.1	NA	NA	NA	c011469	NA	NA	NA	NA	NA	comp66346_c0_seq2	NA	NA	NA	FX468793.1	Unigene103257_Mix_Normal_N	NA	NA	c57634_g1_i1	NA	NA	NA	NA
XP_015750664.1	NA	NA	comp70699_c0_seq7	contig104349	NA	Locus_8946_Transcript_1/2_Confidence_1.0_Length_1344	NA	NA	NA	NA	comp16538_c0_seq4	jgi|Nemve1|91231|e_gw.26.146.1	NA	NA	NA	Unigene140952_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp261914_c0_seq2
XP_015775088.1	NA	adi_EST_assem_21575	NA	NA	c012647	NA	Contig_24651	NA	NA	NA	NA	NA	NA	NA	FX487324.1	NA	NA	NA	c135429_g1_i1	NA	NA	NA	NA
XP_015763282.1	NA	NA	NA	NA	c015033	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX443532.1	NA	NA	NA	c59491_g5_i2	NA	NA	NA	comp252645_c0_seq2
XP_015760454.1	NA	adi_EST_assem_4614	comp166625_c0_seq1	NA	c021041	NA	NA	NA	comp64844_c0_seq1	comp7604_c0_seq1	comp46284_c0_seq1	jgi|Nemve1|158694|estExt_gwp.C_40648	NA	isotig13479	FX490337.1	NA	c17049_g1_i3	bu_91849.1_c24509	c58363_g3_i1	NA	NA	Spi_isotig04863	comp254776_c1_seq1
XP_015753819.1	GASU01015128.1	adi_EST_assem_11522	NA	NA	c003839m	Locus_11716_Transcript_1/1_Confidence_1.0_Length_861	Contig_1041	isotig10581	NA	comp100199_c0_seq1	comp55926_c0_seq1	jgi|Nemve1|244592|estExt_fgenesh1_pg.C_1270034	comp45123_c0_seq3	NA	FX800230.1	Unigene71613_Mix_Normal_N	c13259_g1_i1	bu_91849.1_c28354	c44011_g1_i1	NA	NA	Spi_isotig05114	comp246858_c0_seq1
XP_015751645.1	GASU01012090.1	adi_EST_assem_11131	NA	NA	c028844	NA	Contig_10051	NA	NA	comp10990_c3_seq1	NA	jgi|Nemve1|189376|estExt_GenewiseH_1.C_1410122	NA	NA	NA	NA	NA	NA	c29766_g1_i1	NA	NA	NA	NA
XP_015775610.1	GASU01070940.1	NA	NA	NA	c029200	NA	NA	NA	NA	comp69334_c0_seq1	NA	NA	comp44474_c0_seq2	NA	NA	Unigene135918_Mix_Normal_N	NA	NA	NA	NA	NA	Spi_isotig05575	NA
XP_015755698.1	NA	adi_EST_assem_13761	NA	NA	c013656	NA	Contig_9256	NA	comp8222_c0_seq2	NA	comp64483_c0_seq3	NA	NA	NA	NA	NA	c11099_g1_i1	bu_91849.1_c28447	NA	NA	NA	NA	NA
XP_015767391.1	GASU01021470.1	NA	NA	NA	c018992	NA	NA	NA	NA	NA	NA	jgi|Nemve1|208025|fgenesh1_pg.scaffold_87000054	NA	NA	FX441790.1	NA	NA	NA	c37478_g1_i1	comp26678_c0_seq1	NA	NA	comp233429_c0_seq4
XP_015758429.1	NA	NA	NA	NA	NA	NA	Contig_39207	NA	NA	NA	NA	NA	NA	NA	FX471393.1	NA	NA	NA	c54986_g1_i1	NA	NA	NA	comp255632_c0_seq1
XP_015761123.1	GASU01061639.1	adi_EST_assem_12937	comp15252_c0_seq1	NA	c019536	NA	Contig_7010	NA	NA	NA	NA	jgi|Nemve1|236753|estExt_fgenesh1_kg.C_470012	NA	NA	NA	Unigene5500_Mix_Normal_N	c13899_g1_i1	bu_91849.1_c7928	c51638_g1_i1	NA	comp3545_c0_seq2	Spi_isotig06621	NA
XP_015754648.1	GASU01080064.1	NA	NA	NA	c005421	NA	NA	NA	comp8502_c0_seq5	NA	NA	NA	NA	NA	FX459339.1	NA	NA	NA	c60081_g1_i2	NA	NA	NA	comp246944_c0_seq1
XP_015769024.1	GASU01014082.1	adi_EST_assem_4951	NA	NA	c004511	NA	Contig_35228	NA	comp214310_c0_seq1	NA	comp65692_c0_seq4	NA	comp45852_c0_seq2	NA	FX457273.1	NA	NA	NA	c55396_g1_i1	comp177586_c0_seq1	comp167503_c0_seq1	NA	comp260339_c0_seq2
XP_015767762.1	NA	NA	NA	NA	c016896	NA	NA	NA	comp140983_c0_seq1	comp179391_c0_seq1	comp88525_c0_seq1	NA	NA	NA	FX802548.1	NA	NA	NA	c52519_g1_i1	NA	NA	NA	comp212668_c0_seq2
XP_015761410.1	GASU01083975.1	adi_EST_assem_14752	NA	NA	c017579	Locus_13660_Transcript_1/1_Confidence_1.0_Length_771	Contig_21168	isotig10707	comp22731_c0_seq1	comp39180_c0_seq2	NA	jgi|Nemve1|241359|estExt_fgenesh1_pg.C_440050	NA	NA	FX464021.1	NA	c34181_g1_i1	bu_91849.1_c51946	c53541_g1_i1	NA	NA	Spi_isotig12874	comp223621_c0_seq1
XP_015759752.1	GASU01016913.1	NA	NA	NA	c012094	Locus_9760_Transcript_2/2_Confidence_1.0_Length_970	Contig_42268	NA	NA	NA	comp180069_c0_seq1	jgi|Nemve1|115225|e_gw.130.167.1	comp24161_c0_seq1	NA	FX451915.1	NA	NA	NA	c30941_g1_i1	NA	NA	NA	comp246215_c0_seq4
XP_015751318.1	GASU01004959.1	NA	NA	NA	c008360	NA	Contig_37395	NA	NA	NA	NA	NA	NA	NA	FX504195.1	NA	NA	NA	NA	NA	NA	NA	comp258183_c0_seq4
XP_015754032.1	NA	adi_EST_assem_16339	NA	NA	c015036	NA	Contig_40217	NA	NA	comp20560_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	c46501_g1_i1	NA	NA	NA	NA
XP_015762220.1	GASU01083468.1	NA	NA	NA	c012471	NA	Contig_20915	NA	NA	comp24969_c0_seq1	comp20399_c0_seq1	NA	comp40402_c0_seq1	NA	NA	Unigene99411_Mix_Normal_N	NA	NA	c37997_g1_i1	comp14510_c0_seq1	comp9955_c0_seq1	Spi_isotig09649	comp254516_c0_seq1
XP_015762219.1	NA	adi_EST_assem_10278	NA	NA	NA	Locus_5467_Transcript_1/1_Confidence_1.0_Length_567	NA	NA	comp20689_c0_seq1	NA	NA	NA	NA	NA	FX453463.1	NA	c17353_g1_i1	NA	NA	NA	NA	NA	NA
XP_015774795.1	GASU01091749.1	adi_EST_assem_11199	comp113824_c0_seq1	NA	c016833	Locus_15415_Transcript_1/1_Confidence_1.0_Length_811	NA	NA	comp27267_c0_seq1	comp15561_c0_seq1	comp55425_c0_seq1	jgi|Nemve1|230205|fgenesh1_pm.scaffold_149000011	NA	NA	FX440411.1	NA	NA	NA	c49311_g1_i1	NA	comp94429_c0_seq3	NA	comp234971_c0_seq3
XP_015770233.1	NA	NA	NA	NA	c005261	NA	Contig_35558	NA	NA	NA	NA	jgi|Nemve1|244962|estExt_fgenesh1_pg.C_1400022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259899_c0_seq3
XP_015765366.1	GASU01005609.1	adi_EST_assem_18224	NA	NA	c003555m	Locus_12220_Transcript_1/2_Confidence_1.0_Length_464	NA	NA	comp161883_c0_seq2	NA	comp177891_c0_seq1	NA	NA	NA	FX438186.1	Unigene21228_Mix_Normal_N	c7748_g1_i1	NA	c61581_g2_i1	comp58216_c0_seq1	comp154011_c0_seq1	Spi_isotig08687	comp239432_c0_seq1
XP_015752074.1	GASU01085700.1	adi_EST_assem_11701	NA	NA	c011134	NA	NA	isotig12318	comp98047_c0_seq1	NA	NA	NA	NA	NA	FX497456.1	NA	NA	NA	NA	NA	NA	NA	comp245178_c0_seq1
XP_015766700.1	NA	NA	comp73288_c0_seq1	NA	c006019	Locus_3757_Transcript_1/1_Confidence_1.0_Length_1351	Contig_20372	NA	NA	NA	NA	jgi|Nemve1|103593|e_gw.69.143.1	NA	NA	NA	Unigene21830_Mix_Normal_N	NA	NA	c54230_g1_i1	NA	comp61174_c0_seq1	NA	NA
XP_015762445.1	NA	adi_EST_assem_8825	comp51080_c0_seq1	NA	c006745	NA	Contig_299	NA	comp280_c13_seq502	NA	NA	jgi|Nemve1|94838|e_gw.37.117.1	NA	NA	FX452672.1	Unigene123119_Mix_Normal_N	NA	NA	c56122_g1_i1	comp108206_c0_seq1	NA	NA	NA
XP_015776638.1	NA	adi_EST_assem_22033	comp75264_c0_seq1	NA	c007573m	Locus_12999_Transcript_1/1_Confidence_1.0_Length_1062	NA	NA	NA	NA	NA	jgi|Nemve1|98198|e_gw.48.119.1	NA	NA	NA	NA	NA	NA	c46426_g1_i1	NA	NA	NA	NA
XP_015756117.1	GASU01085065.1	NA	NA	NA	c014715	NA	Contig_7885	NA	NA	NA	NA	NA	NA	NA	FX453467.1	NA	NA	bu_91849.1_c31770	NA	NA	NA	NA	NA
XP_015768222.1	GASU01085872.1	adi_EST_assem_2912	NA	NA	c015161	NA	NA	NA	comp990_c0_seq2	NA	comp28456_c0_seq1	jgi|Nemve1|237756|estExt_fgenesh1_pg.C_10125	NA	NA	FX453355.1	NA	NA	NA	c54966_g1_i1	comp18395_c0_seq1	NA	NA	comp260333_c0_seq2
XP_015773829.1	GASU01004533.1	NA	NA	NA	c013900	NA	Contig_8359	NA	NA	NA	NA	NA	NA	NA	FX459199.1	NA	NA	bu_91849.1_c4253	c654_g1_i1	NA	NA	NA	NA
XP_015774549.1	GASU01014824.1	adi_EST_assem_4928	comp18475_c0_seq1	NA	c006780	NA	Contig_12255	NA	NA	NA	comp7986_c1_seq4	jgi|Nemve1|85083|e_gw.10.32.1	NA	NA	FX447386.1	Unigene134943_Mix_Normal_N	NA	NA	c56245_g1_i1	NA	NA	NA	comp243822_c0_seq1
XP_015759976.1	GASU01071308.1	NA	NA	NA	c013345	NA	Contig_26379	NA	NA	comp6681_c3_seq1	NA	NA	NA	NA	NA	Unigene139469_Mix_Normal_N	NA	NA	c42567_g1_i1	NA	NA	NA	NA
XP_015767099.1	GASU01026465.1	adi_EST_assem_23853	NA	NA	c034073	NA	Contig_35482	NA	NA	comp10030_c0_seq6	comp39755_c0_seq2	jgi|Nemve1|239997|estExt_fgenesh1_pg.C_230001	comp11845_c0_seq1	NA	FX802448.1	Unigene101363_Mix_Normal_N	c16615_g1_i1	NA	c51281_g1_i1	NA	comp35507_c0_seq1	NA	comp225612_c0_seq1
XP_015776831.1	GASU01004393.1	NA	NA	NA	c024376	NA	Contig_38488	NA	NA	comp67135_c0_seq2	NA	NA	NA	NA	NA	CL638.Contig1_Mix_Normal_N	NA	bu_91849.1_c19129	NA	NA	NA	NA	NA
XP_015762395.1	GASU01045189.1	adi_EST_assem_17859	NA	NA	c017150	NA	NA	NA	NA	comp19702_c0_seq1	NA	NA	NA	NA	FX504815.1	Unigene68053_Mix_Normal_N	NA	NA	c52928_g1_i1	NA	NA	NA	NA
XP_015766919.1	NA	adi_EST_assem_17766	NA	NA	c007936	NA	Contig_22185	NA	comp9133_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig06662	comp262078_c0_seq2
XP_015766185.1	NA	NA	NA	NA	c020693	NA	Contig_17865	NA	NA	NA	comp120370_c0_seq1	NA	NA	NA	FX457347.1	NA	NA	NA	c49524_g1_i1	NA	NA	NA	NA
XP_015755415.1	NA	adi_EST_assem_16143	NA	NA	NA	Locus_2732_Transcript_2/2_Confidence_1.0_Length_858	NA	NA	comp16668_c0_seq1	comp14772_c0_seq2	NA	NA	NA	NA	FX443388.1	NA	NA	NA	c52214_g1_i1	NA	comp10174_c0_seq1	Spi_isotig10859	NA
XP_015773308.1	GASU01029989.1	adi_EST_assem_28962	NA	NA	c016143	NA	Contig_26520	NA	NA	comp12855_c0_seq1	NA	NA	comp44346_c0_seq1	NA	FX465764.1	Unigene17751_Mix_Normal_N	NA	bu_91849.1_c457	NA	NA	NA	NA	comp258292_c1_seq1
XP_015766375.1	GASU01080721.1	adi_EST_assem_11065	NA	NA	c008649	NA	Contig_9746	NA	NA	NA	NA	jgi|Nemve1|235524|estExt_fgenesh1_pm.C_1650001	NA	NA	FX459042.1	Unigene15110_Mix_Normal_N	c40203_g1_i1	bu_91849.1_c24601	c53076_g1_i1	comp21925_c0_seq1	NA	Spi_isotig02327	comp231627_c0_seq1
XP_015764381.1	NA	NA	NA	NA	c013144	NA	NA	NA	NA	comp119864_c0_seq1	NA	jgi|Nemve1|177601|estExt_GenewiseH_1.C_30511	NA	NA	FX474337.1	NA	NA	NA	NA	NA	NA	NA	comp251375_c0_seq2
XP_015747723.1	GASU01040229.1	NA	NA	NA	NA	Locus_3158_Transcript_1/2_Confidence_1.0_Length_986	Contig_38590	isotig02524	NA	comp37305_c0_seq3	NA	jgi|Nemve1|200847|fgenesh1_pg.scaffold_24000061	NA	GCKDGN103GB42Z	FX477627.1	NA	NA	bu_91849.1_c22777	c49772_g1_i1	NA	NA	Spi_isotig10174	comp250510_c1_seq1
XP_015776047.1	GASU01071080.1	adi_EST_assem_22154	NA	NA	c016963	NA	NA	NA	comp100092_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp2138_c0_seq2	NA	comp247723_c0_seq3
XP_015766431.1	GASU01040594.1	adi_EST_assem_24357	NA	NA	c026905	NA	Contig_12819	isotig12491	NA	comp17589_c0_seq1	comp54585_c0_seq2	NA	NA	isotig03423	NA	NA	c11653_g1_i1	bu_91849.1_lrc21806	NA	comp43876_c0_seq1	NA	NA	comp242787_c0_seq2
XP_015760989.1	GASU01040644.1	adi_EST_assem_346	NA	NA	c009469	NA	Contig_1417	isotig09282	NA	NA	NA	jgi|Nemve1|243867|estExt_fgenesh1_pg.C_1000062	comp54127_c0_seq1	NA	FX469129.1	NA	NA	NA	c52651_g1_i2	NA	NA	NA	comp260241_c0_seq1
XP_015759112.1	NA	adi_EST_assem_7342	comp79654_c0_seq1	NA	c023196	NA	Contig_22683	NA	NA	NA	NA	NA	NA	NA	FX436877.1	Unigene6800_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015764326.1	NA	adi_EST_assem_2316	comp240922_c0_seq1	NA	c001357p	NA	Contig_39475	NA	NA	comp169473_c0_seq1	comp35806_c0_seq1	jgi|Nemve1|89916|e_gw.22.15.1	NA	NA	NA	NA	NA	NA	c54084_g1_i2	NA	comp32569_c0_seq1	NA	comp261037_c3_seq1
XP_015772272.1	GASU01043148.1	adi_EST_assem_14156	NA	NA	c028800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015768220.1	NA	adi_EST_assem_4320	NA	NA	NA	Locus_11496_Transcript_1/1_Confidence_1.0_Length_1371	Contig_8871	NA	NA	NA	NA	jgi|Nemve1|206757|fgenesh1_pg.scaffold_73000052	NA	NA	FX480762.1	NA	NA	NA	NA	NA	NA	NA	comp256674_c0_seq2
XP_015777852.1	NA	adi_EST_assem_5553	NA	NA	c004481	NA	NA	NA	comp72794_c0_seq1	NA	NA	NA	NA	NA	FX440201.1	Unigene73836_Mix_Normal_N	NA	NA	c159811_g1_i1	NA	NA	NA	comp253677_c0_seq2
XP_015769874.1	NA	adi_EST_assem_17846	NA	NA	c016507	NA	Contig_12638	NA	comp29099_c0_seq2	comp81758_c0_seq1	NA	NA	NA	NA	FX473501.1	NA	NA	NA	c62382_g5_i1	NA	NA	NA	NA
XP_015757238.1	GASU01041369.1	adi_EST_assem_19358	comp108755_c0_seq1	NA	c018021	NA	Contig_32036	NA	NA	comp39185_c0_seq1	comp106609_c0_seq1	NA	NA	NA	NA	NA	c15579_g1_i1	NA	c62493_g5_i1	comp21029_c0_seq1	NA	NA	NA
XP_015755529.1	GASU01092048.1	NA	NA	NA	c012658	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX502018.1	NA	NA	NA	c56674_g1_i1	NA	NA	NA	comp256336_c0_seq1
XP_015764136.1	NA	NA	NA	NA	NA	NA	Contig_8157	NA	comp52098_c0_seq1	NA	NA	NA	NA	NA	FX445658.1	NA	NA	NA	c52074_g1_i2	NA	NA	NA	NA
XP_015756408.1	NA	adi_EST_assem_11927	NA	NA	NA	NA	NA	NA	NA	comp24900_c0_seq1	NA	NA	NA	NA	FX438391.1	NA	NA	bu_91849.1_c19583	c51418_g1_i1	NA	NA	NA	comp257426_c2_seq6
XP_015764383.1	GASU01015288.1	NA	NA	NA	NA	NA	Contig_828	NA	comp5061_c0_seq12	NA	NA	jgi|Nemve1|94140|e_gw.35.278.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015760013.1	GASU01041738.1	adi_EST_assem_7373	NA	contig151381	NA	NA	NA	NA	NA	comp38172_c0_seq1	comp57780_c0_seq2	NA	NA	NA	NA	Unigene81246_Mix_Normal_N	NA	NA	NA	comp21403_c0_seq1	NA	NA	NA
XP_015752266.1	GASU01015036.1	adi_EST_assem_12528	comp54260_c0_seq1	NA	c018735	NA	Contig_19756	isotig10917	NA	comp68493_c0_seq1	comp6855_c0_seq1	NA	comp45548_c0_seq2	NA	FX452318.1	Unigene78265_Mix_Normal_N	c2881_g1_i1	NA	c59358_g1_i1	NA	NA	Spi_isotig06087	comp260258_c0_seq2
XP_015769535.1	GASU01070833.1	NA	NA	NA	c026610	NA	Contig_1300	NA	NA	NA	NA	NA	NA	NA	NA	Unigene149877_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp259053_c0_seq1
XP_015764850.1	GASU01047748.1	adi_EST_assem_26961	NA	NA	c022113	NA	Contig_10764	NA	NA	comp13943_c1_seq1	comp107716_c0_seq1	NA	NA	isotig00157	NA	NA	NA	NA	NA	comp63441_c0_seq1	NA	NA	NA
XP_015769562.1	GASU01080097.1	adi_EST_assem_8600	comp43894_c0_seq1	NA	c017061	NA	Contig_41456	isotig09909	comp10001_c0_seq1	comp22101_c0_seq1	NA	NA	NA	NA	NA	Unigene70377_Mix_Normal_N	c14214_g1_i1	NA	c57706_g1_i5	comp18367_c0_seq2	NA	NA	NA
XP_015767621.1	GASU01041340.1	adi_EST_assem_7664	NA	NA	NA	NA	NA	isotig11209	NA	NA	NA	jgi|Nemve1|136528|e_gw.377.8.1	NA	isotig08963	FX480325.1	NA	NA	NA	c58075_g4_i1	NA	NA	NA	NA
XP_015774173.1	NA	NA	NA	NA	c012055	NA	Contig_8833	NA	comp18435_c0_seq2	comp19050_c0_seq1	comp59789_c0_seq1	jgi|Nemve1|244490|estExt_fgenesh1_pg.C_1230045	NA	NA	NA	Unigene98933_Mix_Normal_N	c16214_g1_i1	bu_91849.1_c30375	c53307_g1_i1	NA	comp9923_c0_seq1	Spi_isotig09004	comp250559_c2_seq1
XP_015777327.1	GASU01014984.1	adi_EST_assem_15935	NA	NA	c003889	NA	Contig_35391	isotig15879	comp63128_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig05319	NA
XP_015749074.1	NA	adi_EST_assem_4723	NA	NA	NA	NA	Contig_37838	NA	comp55202_c1_seq1	comp36599_c0_seq2	NA	NA	NA	NA	FX497412.1	Unigene21347_Mix_Normal_N	NA	NA	c46060_g1_i1	comp242841_c0_seq1	NA	NA	NA
XP_015770673.1	GASU01040254.1	NA	NA	NA	c012141	NA	Contig_13705	NA	NA	NA	NA	NA	NA	isotig04827	FX481554.1	NA	NA	NA	c42390_g1_i1	NA	NA	NA	NA
XP_015750205.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp14113_c0_seq1	NA	jgi|Nemve1|206031|fgenesh1_pg.scaffold_65000066	NA	NA	FX437835.1	CL9.Contig12_Mix_Normal_N	NA	NA	c50929_g1_i6	NA	comp17378_c0_seq2	Spi_isotig06444	NA
XP_015750937.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	isotig24463	NA	Unigene80844_Mix_Normal_N	NA	NA	c62617_g1_i2	comp511699_c0_seq1	comp215489_c0_seq1	NA	NA
XP_015776131.1	NA	adi_EST_assem_12178	comp48340_c0_seq1	NA	c010288m	NA	Contig_7538	isotig24085	NA	comp305_c0_seq1	comp24754_c0_seq1	NA	NA	NA	FX480292.1	NA	c13398_g1_i1	NA	c45961_g1_i5	comp11239_c0_seq2	NA	Spi_isotig10520	NA
XP_015778430.1	NA	adi_EST_assem_3211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX461486.1	NA	NA	NA	c65379_g1_i1	NA	NA	NA	comp245791_c0_seq4
XP_015778535.1	NA	NA	NA	NA	c020717	NA	Contig_5732	NA	NA	comp51920_c0_seq1	comp97040_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp67186_c0_seq1	comp50826_c0_seq1	NA	comp255090_c0_seq1
XP_015775464.1	NA	adi_EST_assem_6284	NA	NA	c030754	Locus_1591_Transcript_1/110_Confidence_1.0_Length_801	Contig_40184	isotig06408	comp1814_c0_seq1	NA	NA	jgi|Nemve1|186353|estExt_GenewiseH_1.C_830032	comp42337_c0_seq1	isotig08155	FX437903.1	Unigene136615_Mix_Normal_N	c15852_g1_i1	bu_91849.1_c21172	c46813_g1_i2	comp1804_c0_seq1	NA	Spi_isotig10997	NA
XP_015761364.1	NA	adi_EST_assem_11766	NA	NA	c017295	NA	Contig_2036	NA	NA	comp187970_c0_seq1	NA	jgi|Nemve1|158248|estExt_gwp.C_30175	NA	NA	FX464508.1	Unigene85177_Mix_Normal_N	NA	bu_91849.1_c21233	NA	NA	NA	NA	comp246666_c0_seq9
XP_015768263.1	NA	adi_EST_assem_22611	NA	NA	c004327	NA	Contig_22017	NA	comp14175_c0_seq1	NA	NA	NA	NA	NA	FX475875.1	NA	NA	NA	NA	NA	NA	NA	comp255331_c0_seq1
XP_015747683.1	GASU01094721.1	adi_EST_assem_2183	comp41547_c0_seq1	contig168697	c023707	NA	Contig_37277	isotig12151	NA	comp2536_c0_seq1	NA	NA	comp10695_c0_seq1	NA	FX445545.1	NA	NA	bu_91849.1_c17829	c2423_g1_i2	NA	NA	Spi_isotig07542	comp222626_c0_seq1
XP_015766770.1	NA	NA	comp51777_c0_seq3	NA	NA	Locus_2042_Transcript_2/2_Confidence_1.0_Length_2560	NA	NA	NA	NA	comp28491_c0_seq2	jgi|Nemve1|113178|e_gw.116.87.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015758972.1	NA	NA	comp47516_c0_seq2	NA	c035298	NA	Contig_14802	isotig23791	NA	NA	NA	jgi|Nemve1|175004|estExt_gwp.C_3490055	NA	NA	FX503777.1	Unigene27958_Mix_Normal_N	c12945_g1_i1	NA	c31342_g1_i1	NA	comp77444_c0_seq1	Spi_isotig09699	NA
